Image,Original Name,Word Count Range,Sentence Number,Image Sequence,Font Size,Font Style,Blur Level,Background Color,Gold Label,Response
74,40-60_18_02_base_18_Jameel Noori Nastaleeq.jpg,40-60,18,2,18,Jameel Noori Nastaleeq,0,0,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو انفیکشن ڈیزیز اسپتال کے آئیسولیشن وارڈ بھیجا گیا۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق طیارے کو کراچی ایئرپورٹ پر مکمل ڈس انفیکٹ کیا گیا۔,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو انفیکشن ڈیزیز اسپتال کے آئسولیشن وارڈ بھیجا گیا۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق پرواز کو کراچی ایئرپورٹ پر مکمل ڈس انفیکٹ کیا گیا۔
75,40-60_18_02_base_18_Jameel Noori Nastaleeq_bg-light_yellow.jpg,40-60,18,2,18,Jameel Noori Nastaleeq,0,light_yellow,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو انفیکشن ڈیزیز اسپتال کے آئیسولیشن وارڈ بھیجا گیا۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق طیارے کو کراچی ایئرپورٹ پر مکمل ڈس انفیکٹ کیا گیا۔,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں ذرائع کے مطابق مسافر کو انفیکشن ڈیزیز ہسپتال کے آئسولیشن وارڈ بھیجا گیا۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق طیارے کو کراچی ایئرپورٹ پر مکمل ڈس انفیکٹ کیا گیا۔
76,40-60_18_02_base_18_Jameel Noori Nastaleeq_bg-slate_gray.jpg,40-60,18,2,18,Jameel Noori Nastaleeq,0,slate_gray,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو انفیکشن ڈیزیز اسپتال کے آئیسولیشن وارڈ بھیجا گیا۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق طیارے کو کراچی ایئرپورٹ پر مکمل ڈس انفیکٹ کیا گیا۔,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی تھیں ذرائع کے مطابق مسافر کو انسکپشن ڈیپارٹمنٹ اسپتال کے آئسولیشن وارڈ منتقل کیا گیا ہے۔ ایئرپورٹ ذرائع کے مطابق طیارے کو کراچی ایئرپورٹ پر سینیٹائز کرنے کے بعد کلیئرنس دی گئی۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔
77,40-60_18_02_base_18_Jameel Noori Nastaleeq_blur-1.25.jpg,40-60,18,2,18,Jameel Noori Nastaleeq,1.25,0,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو انفیکشن ڈیزیز اسپتال کے آئیسولیشن وارڈ بھیجا گیا۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق طیارے کو کراچی ایئرپورٹ پر مکمل ڈس انفیکٹ کیا گیا۔,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو انفیکشن ڈیزیز اسپتال کے آئسولیشن وارڈ بھیج دیا گیا۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق پرواز کے انفیٹک کیا گیا۔
78,40-60_18_02_base_18_Jameel Noori Nastaleeq_blur-1.75.jpg,40-60,18,2,18,Jameel Noori Nastaleeq,1.75,0,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو انفیکشن ڈیزیز اسپتال کے آئیسولیشن وارڈ بھیجا گیا۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق طیارے کو کراچی ایئرپورٹ پر مکمل ڈس انفیکٹ کیا گیا۔,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو ایمرجنسی ہسپتال کے آئسولیشن وارڈ میں بھیج دیا گیا ہے۔ ایئرپورٹ ذرائع کے مطابق مسافر کا تعلق پنجاب کے علاقے اوکاڑہ سے ہے۔
79,40-60_18_03_base_24_Jameel Noori Nastaleeq.jpg,40-60,18,3,24,Jameel Noori Nastaleeq,0,0,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو انفیکشن ڈیزیز اسپتال کے آئیسولیشن وارڈ بھیجا گیا۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق طیارے کو کراچی ایئرپورٹ پر مکمل ڈس انفیکٹ کیا گیا۔,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافروں میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو انفیکشن ڈیز اسپتال کے آئسولیشن وارڈ بھیجا گیا۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق طیارے کو کراچی ایئرپورٹ پر مکمل ڈس انفیکٹ کیا گیا۔
80,40-60_18_04_base_18_Alvi Nastaleeq.jpg,40-60,18,4,18,Alvi Nastaleeq,0,0,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو انفیکشن ڈیزیز اسپتال کے آئیسولیشن وارڈ بھیجا گیا۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق طیارے کو کراچی ایئرپورٹ پر مکمل ڈس انفیکٹ کیا گیا۔,کراچی ایئرپورٹ پر باہر سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو انفیکشن ڈیزیز اسپتال کے آئسولیشن وارڈ بھیج دیا گیا۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق طیارے کو کراچی ایئرپورٹ پر مکمل ڈس انفیکٹ کیا گیا۔
81,40-60_18_05_base_18_Nafees Nastaleeq.jpg,40-60,18,5,18,Nafees Nastaleeq,0,0,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو انفیکشن ڈیزیز اسپتال کے آئیسولیشن وارڈ بھیجا گیا۔ مسافر کا تعلق پنجاب کے علاقے راجن پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق طیارے کو کراچی ایئرپورٹ پر مکمل ڈس انفیکٹ کیا گیا۔,کراچی ایئرپورٹ پر شارجہ سے آنے والی پرواز کے مسافر میں منکی پاکس کی علامات پائی گئی ہیں۔ ذرائع کے مطابق مسافر کو انسولیشن وارڈ منتقل کیا۔ مسافر کا تعلق پنجاب کے علاقے لالہ موسیٰ پور سے ہے۔ ایئرپورٹ ذرائع کے مطابق طیارے کو کراچی ایئرپورٹ پر انفیکٹ ڈس کیا گیا۔
82,40-60_19_01_base_12_Jameel Noori Nastaleeq.jpg,40-60,19,1,12,Jameel Noori Nastaleeq,0,0,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعلامیے کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کر دی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعداد و شمار کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آ گئے۔
83,40-60_19_02_base_18_Jameel Noori Nastaleeq.jpg,40-60,19,2,18,Jameel Noori Nastaleeq,0,0,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعلامیے کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعلامیے کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔
84,40-60_19_02_base_18_Jameel Noori Nastaleeq_bg-light_yellow.jpg,40-60,19,2,18,Jameel Noori Nastaleeq,0,light_yellow,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعلامیے کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کی جانب سے جاری اعلامیے کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔
85,40-60_19_02_base_18_Jameel Noori Nastaleeq_bg-slate_gray.jpg,40-60,19,2,18,Jameel Noori Nastaleeq,0,slate_gray,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعلامیے کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعداد و شمار کے مطابق 25 اکتوبر 2024 کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 190 لاکھ ڈالر کی سطح پر آگئے۔
86,40-60_19_02_base_18_Jameel Noori Nastaleeq_blur-1.25.jpg,40-60,19,2,18,Jameel Noori Nastaleeq,1.25,0,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعلامیے کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعلامیے کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔
87,40-60_19_02_base_18_Jameel Noori Nastaleeq_blur-1.75.jpg,40-60,19,2,18,Jameel Noori Nastaleeq,1.75,0,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعلامیے کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کی جانب سے جاری مالومات کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔
88,40-60_19_03_base_24_Jameel Noori Nastaleeq.jpg,40-60,19,3,24,Jameel Noori Nastaleeq,0,0,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعلامیے کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔,اسٹیٹ بینک آف پاکستان نے زر مبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعلامیے کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔
89,40-60_19_04_base_18_Alvi Nastaleeq.jpg,40-60,19,4,18,Alvi Nastaleeq,0,0,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعلامیے کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔,اسٹیٹ بینک آف پاکستان نے زرمبادلہ کے ذخائر کی ہفتہ وار رپورٹ جاری کردی۔ اسٹیٹ بینک آف پاکستان کے ترجمان کی جانب سے جاری اعلامیے کے مطابق 25 اکتوبر 2024ء کو ختم ہونے والے ہفتے کے دوران 16 ارب 4 کروڑ 90 لاکھ ڈالر کی سطح پر آگئے۔
